ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_kit_phrase,variantTypes_en
se-sn056-kurupelsuwede2017g-71,"auma me, ede adawatta auma de lel dägayaebneyo.",au=ma=me	ede	adawatta	au=ma=de	lel	d-ä-ga-yaeb-n-eyo,bury=CHAR=LOC	so	therefore	bury=CHAR=ACC	fear	REM.TR-3NDU`P-AUX.NPRS-NSG>PL-NPFV-REM.3DU`S|NSG`A,in the grave. so that's why they were frightened.,common noun	nominal enclitic	nominal enclitic	connective	adverb	common noun	nominal enclitic	nominal enclitic	intransitive A verb	auxiliary verb,se-sn056-kurupelsuwede2017g,71,,kit,		me-loc					de-acc		,330869,au=ma=me	ede	adawatta	au=ma=de	lel	d-ä-g-aeb-ne-eyo,334169,in the grave. so that's why they were frightened.,grave			so	therefore	grave			fear	aux.rem.npfv.3nsgA>3plP,,a7703842-1bf9-4cc0-89a7-ada70a8314b9,									11,,b2f95ac8-188f-4df7-8034-65a3d5284df0,transitive verb	nominal enclitic	nominal enclitic	connective	adverb	transitive verb	nominal enclitic	nominal enclitic	intransitive A verb	verb:TM + Patient-verb:Patient-verb-transitive S verb:Any-verb:(Aspect)-verb:TAM+Agent,common noun	nominal enclitic	nominal enclitic	connective	adverb	common noun	nominal enclitic	nominal enclitic	intransitive A verb	auxiliary verb,71,"auma me, ede adawatta auma de lel dägayaebneyo.",
se-sn056-kurupelsuwede2017g-72,Eso dibaeya ttoenttoen a.,eso	diba=aeya	ttoen~ttoen=a,thank_you	that=COP.PST.SG	DIMstory=NOM,"Thank you, that's the story.",interjection	copulative verb	verbal enclitic	common noun	nominal enclitic,se-sn056-kurupelsuwede2017g,72,,kit,				a-nom,334169,eso	diba=aeya	RED~ttoen=da,336569,"Thank you, that's the story.",thank you	cop.that.pst.sgS		small story	,,37f3d0bb-b381-4800-a978-08fd6038cc3e,			6	1,,b2f95ac8-188f-4df7-8034-65a3d5284df0,interjection	dem	verbal enclitic	???>???common noun	nominal enclitic,interjection	copulative verb	verbal enclitic	common noun	nominal enclitic,72,Eso dibaeya ttoenttoen a.,			+***	
se-sn056-kurupelsuwede2017g-73,...,,,,,se-sn056-kurupelsuwede2017g,73,,kit,,336569,,337945,,,,2ea44095-9325-4471-83dc-8bec440f959e,,,b2f95ac8-188f-4df7-8034-65a3d5284df0,,,73,...,
we-pn001-kidarga2016-1-1,"Ngattong ngattong täräp me, Däräng a wa Baet a mer abal nag dagwaeya.",ngattongngattong	täräp=me	däräng=a	wa	baet=a	mer	abal	nag	da=gwaeya,firstfirst	time=LOC	dog=NOM	and	cuscus=NOM	good	very	friend	MED.DEM=COP.PST.DU,"In the very beginning, dog and cuscus were very good friends.",	common noun	nominal enclitic	common noun	nominal enclitic	connective	common noun	nominal enclitic	adj	adj	common noun	copulative verb	verbal enclitic,we-pn001-kidarga2016,1,1,kit,		me-loc		a-nom			a-nom					,,ngattongngattong	täräp=me	däräng=da	a	baet=da	mer	abal	nag	da=gwaeya,,"In the very beginning, dog and cuscus were very good friends.",very  beginning	time		dog		and	cuscus		good	very	friend	cop.pst.duS	,,6253baa3-1136-4de3-bfa5-6811db118bb5,	1			1			1	1			3	,,,ordinal numeralordinal numeral	common noun	nominal enclitic	common noun	nominal enclitic	connective	common noun	nominal enclitic	mod	adverb	kinship noun	nom. dem	verbal enclitic,	common noun	nominal enclitic	common noun	nominal enclitic	connective	common noun	nominal enclitic	adj	adj	common noun	copulative verb	verbal enclitic,1.1,"Ngattong ngattong täräp me, Däräng a wa Baet a mer abal nag dagwaeya. ",
we-pn001-kidarga2016-1-2,Oba tämamae ttoen bällam ngasnen a eragwaeya llame dagwaeya.,oba	tämamae	ttoen	bällam	ngas-nen=a	era=gwaeya	llame	da=gwaeya,3NSG.POSS	all	thing	every	do-I|II.PL=NOM	which=COP.PST.DU	together	MED.DEM=COP.PST.DU,They did everything together.,pers. pronoun	quantifier	common noun	quantifier	verb	nominal enclitic	copulative verb	verbal enclitic	adj	copulative verb	verbal enclitic,we-pn001-kidarga2016,1,2,kit,					a-nom					,,oba	tämamae	ttoen	bällam	ngasnges-nen=da	era=gwaeya	llame	da=gwaeya,,They did everything together.,3NSG.POSS	all	thing	every	do-pl		cop.where.pst.duS		together	cop.pst.duS	,,6fd98513-466e-475d-9f3e-7ccb5e8ead6e,1					1				3	,,,pers. pronoun	quantifier	common noun	quantifier	transitive S verb-verb:Plurpersonal	nominal enclitic	rel. pronoun	verbal enclitic	mod	nom. dem	verbal enclitic,pers. pronoun	quantifier	common noun	quantifier	verb	nominal enclitic	copulative verb	verbal enclitic	adj	copulative verb	verbal enclitic,1.2,Oba tämamae ttoen bällam ngasnen a eragwaeya llame dagwaeya. ,				+dial. var. of						
we-pn001-kidarga2016-1-3,"Ada otät yagnen, ine ma deyarallo, tatu ma llameae deyarallo a ddob ako e ttoen de dangesnegneyo eragwaeya llameae.",ada	otät	yag-nen	ine=ma	d-ey-a-r-allo	tatu=ma	llame=ae	d-ey-a-r-allo	a	ddob	ako	e	ttoen=de	d-a-nges-neg-n-eyo	era=gwaeya	llame=ae,like_this	food	search-I|II.PL	water=CHAR	REM.TR-DU`S-RT.EXT.TR-go-HAB.NSG`A	wash=CHAR	together=ADV	REM.TR-DU`S-RT.EXT.TR-go-HAB.NSG`A	and	other	also	which	thing=ACC	REM.TR-RT.EXT.TR-do-DU>PL-NPFV-REM.NSG`A	which=COP.PST.DU	together=ADV,"Like looking for food, getting water, going to wash were all together, and everything else they did together.",adverb	common noun	verb	common noun	nominal enclitic	intransitive S verb	verb	nominal enclitic	adverb	nominal enclitic	intransitive S verb	connective	adj	adverb	rel. pronoun	common noun	nominal enclitic	transitive S verb	copulative verb	verbal enclitic	adverb	nominal enclitic,we-pn001-kidarga2016,1,3,kit,				ma-char			ma-char									de-acc					,,ada	otät	yagyeg-nen	ine=ma	d-y-a-ll-allo	tatu=ma	llame=ae	d-y-a-ll-allo	a	ddob	ako	e	ttoen=de	d-a-ngasnges-neg-ne-eyo	era=gwaeya	llame=ae,,"Like looking for food, getting water, going to wash were all together, and everything else they did together.",like this	food	search-pl	water			wash		together			and	other	also	which	thing		do.rem.npfv.3duA>3plP	cop.where.pst.duS		together	,,b8ba2c60-22a9-403d-991f-8b3e54baa44b,					11				2	11				2			1				2,,,adverb	common noun	verb-verb:Plurpersonal	common noun	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-verb:Patient-verb-verb:Any	verb	nominal enclitic	mod	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-verb:Patient-verb-verb:Any	connective	determiner	adverb	rel. pronoun	common noun	nominal enclitic	verb:TM + Patient-verb:Patient-transitive S verb-verb:Plurpersonal-verb:(Aspect)-verb:TAM+Agent	rel. pronoun	verbal enclitic	mod	nominal enclitic,adverb	common noun	verb	common noun	nominal enclitic	intransitive S verb	verb	nominal enclitic	adverb	nominal enclitic	intransitive S verb	connective	adj	adverb	rel. pronoun	common noun	nominal enclitic	transitive S verb	copulative verb	verbal enclitic	adverb	nominal enclitic,1.3,"Ada otät yagnen, ine ma deyarallo, tatu ma llameae deyarallo a ddob ako e ttoen de dangesnegneyo eragwaeya llameae. ",
we-pn001-kidarga2016-1-4,Oba mokowang abal ttoen a ngasnges ma da eragwaeya tongoenen daeyag.,oba	moko=wang	abal	ttoen=a	ngas~nges=ma=da	era=gwaeya	tongoe-nen	da=aeyag,3NSG.POSS	love=ATR	very	thing=NOM	INFdo=OBJ.NZ=NOM	which=COP.PST.DU	play-I|II.PL	MED.DEM=COP.PST.SG,Their favorite thing to do was play.,pers. pronoun	adj	nominal enclitic	adj	common noun	nominal enclitic	transitive S verb	verbal enclitic	nominal enclitic	copulative verb	verbal enclitic	verb	copulative verb	verbal enclitic,we-pn001-kidarga2016,1,4,kit,					a-nom		ma-obj-nz	da-nom					,,oba	moko=ang	abal	ttoen=da	RED~ngasnges=ma=da	era=gwaeya	tongoe-nen	da=aeya,,Their favorite thing to do was play.,3NSG.POSS	favorite		very	thing		do			cop.where.pst.duS		play-pl	cop.pst.sgS	,,a6fd365a-83a8-4ee4-85fb-2dcb3c7ff94c,1	1				1	3		1				3	,,,pers. pronoun	transitive A verb	nominal enclitic	adverb	common noun	nominal enclitic	verb:Anytransitive S verb	verbal enclitic	nominal enclitic	rel. pronoun	verbal enclitic	intransitive S verb-verb:Plurpersonal	nom. dem	verbal enclitic,pers. pronoun	adj	nominal enclitic	adj	common noun	nominal enclitic	transitive S verb	verbal enclitic	nominal enclitic	copulative verb	verbal enclitic	verb	copulative verb	verbal enclitic,1.4,Oba mokowang abal ttoen a ngasnges ma da eragwaeya tongoenen daeyag. ,						+***							+dial. var. of
we-pn001-kidarga2016-1-5,Ddobae togotogol tongoe kämang dagwaeya.,ddobae	togotogol	tongoe	käm=ang	da=gwaeya,very	gamehide	play	love=ATR	MED.DEM=COP.PST.DU,‎‎They loved to play hide-and-seek.,adj	common noun	verb	common noun	nominal enclitic	copulative verb	verbal enclitic,we-pn001-kidarga2016,1,5,kit,,,ddobae	togol	tongoe	käm=ang	da=gwaeya,,‎‎They loved to play hide-and-seek.,very	hide-and-seek	play	love-agt		cop.pst.duS	,,b7a7d5b4-04d5-4c9e-b997-cab5cd855448,					3	,,,adverb	Attaches to any categoryintransitive S verb	intransitive S verb	common noun	nominal enclitic	nom. dem	verbal enclitic,adj	common noun	verb	common noun	nominal enclitic	copulative verb	verbal enclitic,1.5,Ddobae togotogol tongoe kämang dagwaeya.,
we-pn001-kidarga2016-2-1,Ttongo ag me yäbäd a mermer abal gogezänän.,ttongo	ag=me	yäbäd=a	mer~mer	abal	g-o-gez-än-än,a	morning=LOC	sun=NOM	ADVgood	very	REM.INTR-RT.EXT.INTR-come_out-II.NPL-REM.3SG`S,"One morning, the sun was shining very well.",indefinite article	common noun	nominal enclitic	common noun	nominal enclitic	adverb	adj	intransitive S verb,we-pn001-kidarga2016,2,1,kit,		me-loc		a-nom			,,ttongo	ag=me	yäbäd=da	RED~mer	abal	g-o-gazen-n-än,,"One morning, the sun was shining very well.",a	morning		sun		properly	very	come.out.rem.3sgS,,920738ae-1edb-48af-b038-5d1e2f0b844e,				1	21		,,,indefinite article	common noun	nominal enclitic	common noun	nominal enclitic	???>adverbmod	adverb	verb:TM + Patient-intransitive S verb:Any-intransitive verb-verb:Any-verb:TAM+Agent,indefinite article	common noun	nominal enclitic	common noun	nominal enclitic	adverb	adj	intransitive S verb,2.1,Ttongo ag me yäbäd a mermer abal gogezänän. ,					+***		
we-pn001-kidarga2016-2-2,"Wel a mermerangae deyapdoenän, a yäbäd a ade daramdaramang gogän.",wel=a	mer~mer=ang=ae	d-ey-a-pdoe-n-än	a	yäbäd=a	ade	daramdaram=ang	g-o-g-än,wind=NOM	ADVgood=ATR=ADV	REM.TR-VEN-RT.EXT.TR-blow-NPFV-REM.3SG`S	and	sun=NOM	also	shining_brightly=ATR	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A,The wind was blowing well and the sun was shining brightly.,common noun	nominal enclitic	adverb	nominal enclitic	nominal enclitic	intransitive S verb	connective	common noun	nominal enclitic	adverb	adj	nominal enclitic	auxiliary verb,we-pn001-kidarga2016,2,2,kit,	a-nom							a-nom				,,wel=da	RED~mer=ang=ae	d-i-a-pädoe-ne-än	a	yäbäd=da	ade	daramdaram=ang	g-o-g-än,,The wind was blowing well and the sun was shining brightly.,wind		properly			blow.rem.npfv.ven.3sgS	and	sun		also	shining brightly		aux.rem.3sgS,,c9a536d6-4d01-46a9-84a2-48398e7ee396,	1	21		2	11			1				,,,common noun	nominal enclitic	???>adverbmod	nominal enclitic	nominal enclitic	verb:TM + Patient-verb:Patient-verb:Patient-verb-verb:(Aspect)-verb:TAM+Agent	connective	common noun	nominal enclitic	adverb	adverb	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent,common noun	nominal enclitic	adverb	nominal enclitic	nominal enclitic	intransitive S verb	connective	common noun	nominal enclitic	adverb	adj	nominal enclitic	auxiliary verb,2.2,"Wel a mermerangae deyapdoenän, a yäbäd a ade daramdaramang gogän. ",		+***										
we-pn001-kidarga2016-2-3,Baet käsre däräng bom togotogol tongoe e ada ka gänyaolle ddangoe eran.,baet	käsre	däräng=bom	togo~togol	tongoe=e	ada	ka	gänya=olle	ddangoe=eran,cuscus	then	dog=3SG.ACC	gamehide	play=ALL	like_this	CNTF	here=ALL	force=AUX.PRS.3SG>3SG,Then Cuscus made Dog play hide-and-seek.,common noun	adverb	common noun	pronominal enclitic	common noun	verb	nominal enclitic	adverb	TAM particle	adv. dem	nominal enclitic	verb	verb:Any,we-pn001-kidarga2016,2,3,kit,			bom-3sg-acc			e-all						eran-aux-prs-3sg-3sg,,baet	käsre	däräng=bom	RED~togol	tongoe=e	ada	ka	gänya=olle	ddangoe=eran,,Then Cuscus made Dog play hide-and-seek.,cuscus	then	dog		hide-and-seek	play		like this	counterfactual	here=ALL		force	,,f2c960fd-428e-47cc-904c-e8508d69c2eb,				1		2		1				,,,common noun	adverb	common noun	pronominal enclitic	Attaches to any categoryintransitive S verb	intransitive S verb	nominal enclitic	adverb	TAM particle	adv. dem	nominal enclitic	verb	verb:Any,common noun	adverb	common noun	pronominal enclitic	common noun	verb	nominal enclitic	adverb	TAM particle	adv. dem	nominal enclitic	verb	verb:Any,2.3,Baet käsre däräng bom togotogol tongoe e ada ka gänyaolle ddangoe eran. ,				+dial. var. of								
we-pn001-kidarga2016-2-4,"Däräng bom llowam da däganän, be nag da bo eka me"" ao"" eka gogän.",däräng=bom	llowam=da	d-ä-ga-n-än	be	nag=da=bo	eka=me	ao	eka	g-o-g-än,dog=3SG.ACC	tired=NOM	REM.TR-3NDU`P-AUX.NPRS.3SG`P-NPFV-REM.3SG`A	but	friend=CL.POSS.KIN=3SG.POSS	language=LOC	yes	speak	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A,"Dog was tired but he told his friend, ""Yes.""",common noun	pronominal enclitic	adj	nominal enclitic	auxiliary verb	connective	common noun	nominal enclitic	pronominal enclitic	common noun	nominal enclitic	interjection	verb	auxiliary verb,we-pn001-kidarga2016,2,4,kit,	bom-3sg-acc		da-nom				da-cl-poss-kin	bo-3sg-poss		me-loc			,,däräng=bom	llowam=da	d-ä-ga-ne-än	be	nag=da=bo	eka=me	ao	eka	g-o-g-än,,"Dog was tired but he told his friend, ""Yes.""",dog		tired		aux.rem.npfv.3sgA>3sgP	but	friend			language		yes	speak	aux.rem.3sgS,,3d06a9a0-59be-4518-9d3f-062d789f3bd7,			1	1	1		2						,,,common noun	pronominal enclitic	mod	nominal enclitic	verb:TM + Patient-verb:Patient-auxiliary verb-verb:(Aspect)-transitive S verb:Any	connective	kinship noun	nominal enclitic	pronominal enclitic	common noun	nominal enclitic	interjection	verb	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent,common noun	pronominal enclitic	adj	nominal enclitic	auxiliary verb	connective	common noun	nominal enclitic	pronominal enclitic	common noun	nominal enclitic	interjection	verb	auxiliary verb,2.4,"Däräng bom llowam da däganän, be nag da bo eka me ""ao"" eka gogän. ",
we-pn001-kidarga2016-2-5,"Baet käsre nagda Däräng bom ada eka dägagän,"" Ikop nas, ngäna ngattong botgol.""",baet	käsre	nag=da	däräng=bom	ada	eka	d-ä-gag-än	ikop	n-a-s	ngäna	ngattong	b-o-tgol,cuscus	then	friend=CL.POSS.KIN	dog=3SG.ACC	like_this	speak	REM.TR-3NDU`P-AUX.NPRS-REM|FUT.3SG`S|A	look	FUT.3PL`P-RT.EXT.TR-close	1SG.NOM	first	FUT.1`S-RT.EXT.INTR-hide,"Cuscus then told his friend, ""Close your eyes, I will hide first."" ",common noun	adverb	kinship noun	nominal enclitic	common noun	pronominal enclitic	adverb	verb	auxiliary verb	intransitive A verb	transitive S verb	pronoun	ordinal numeral	transitive S verb,we-pn001-kidarga2016,2,5,kit,					bom-3sg-acc								,,baet	käsre	nag=da	däräng=bom	ada	eka	d-ä-g-än	ikop	n-a-sae	ngäna	ngattong	b-o-togol,,"Cuscus then told his friend, ""Close your eyes, I will hide first."" ",cuscus	then	friend=cl.poss.kin		dog		like this	speak	aux.rem.3sgA>3sgP	look		1.sg.nom	first	hide,,fc8d625d-39d2-4dfc-b4df-917c2cb658c2,			2					1		11			,,,common noun	adverb	kinship noun	nominal enclitic	common noun	pronominal enclitic	adverb	verb	verb:TM + Patient-verb:Patient-verb-verb:TAM+Agent	intransitive A verb	verb:TM + Patient-verb:Patient-transitive S verb	pers. pronoun	ordinal numeral	verb:TM + Patient-intransitive S verb:Any-intransitive S verb,common noun	adverb	kinship noun	nominal enclitic	common noun	pronominal enclitic	adverb	verb	auxiliary verb	intransitive A verb	transitive S verb	pronoun	ordinal numeral	transitive S verb,2.5,"Baet käsre nagda Däräng bom ada eka dägagän, ""Ikop nas, ngäna ngattong botgol."" ",
we-pn001-kidarga2016-2-6,"Däräng a käsre ikop dasän, nag da baet bom aeya dängmenän.",däräng=a	käsre	ikop	d-a-s-än	nag=da	baet=bom	aeya	d-ä-ngmen-än,dog=NOM	then	see	REM.TR-RT.EXT.TR-close-REM.3SG`A	friend=NOM	cuscus=3SG.ACC	who	REM.TR-3NDU`P-take_off-REM.3SG`A, ‎‎Dog closed his eyes and his friend Cuscus took off.,common noun	nominal enclitic	adverb	transitive A verb	transitive S verb	common noun	nominal enclitic	common noun	pronominal enclitic	intr. pronoun	intransitive S verb,we-pn001-kidarga2016,2,6,kit,	a-nom					da-nom		bom-3sg-acc		,,däräng=da	käsre	ikop	d-a-sae-än	nag=da	baet=bom	aya	d-ä-ngämen-än,, ‎‎Dog closed his eyes and his friend Cuscus took off.,dog		then	see	close.rem.3sgA>sgP	friend		cuscus		who	reach,,13ceee72-c69f-4992-bcb7-9fadf74f6bbb,	1			1		1				12,,,common noun	nominal enclitic	adverb	transitive A verb	verb:TM + Patient-verb:Patient-transitive S verb-transitive S verb:Any	kinship noun	nominal enclitic	common noun	pronominal enclitic	intr. pronoun	verb:TM + Patient-verb:Patient-intransitive S verb-transitive S verb:Any,common noun	nominal enclitic	adverb	transitive A verb	transitive S verb	common noun	nominal enclitic	common noun	pronominal enclitic	intr. pronoun	intransitive S verb,2.6,"Däräng a käsre ikop dasän, nag da baet bom aeya dängmenän. ",									+sp. var. of	+***
we-pn001-kidarga2016-2-7,"Dedme dinduag a ada gogän, kollko ulle da gänyme daeya.",ded=me	dindu=ag=a	ada	g-o-g-än	kollko	ulle=da	gäny=me	da=eya,there=LOC	run=ATR=NOM	like_this	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A	breadfruit	big=NOM	here=LOC	MED.DEM=COP.PST.SG,There he was running and there was a big breadfruit tree.,adv. dem	nominal enclitic	common noun	nominal enclitic	nominal enclitic	adverb	auxiliary verb	common noun	adj	nominal enclitic	adv. dem	nominal enclitic	copulative verb	verbal enclitic,we-pn001-kidarga2016,2,7,kit,				a-nom					da-nom				,,ded=me	dindu=ang=da	ada	g-o-g-än	kollko	ulle=da	gänya=me	da=aeya,,There he was running and there was a big breadfruit tree.,there=loc		run-agt			like this	aux.rem.3sgS	breadfruit tree	big		here-loc		cop.pst.sgS	,,06f65417-2f7e-40ad-ba2b-6b3a0b502669,				1					1			3	,,,adv. dem	nominal enclitic	intransitive S verb	nominal enclitic	nominal enclitic	adverb	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent	common noun	adj	nominal enclitic	adv. dem	nominal enclitic	nom. dem	verbal enclitic,adv. dem	nominal enclitic	common noun	nominal enclitic	nominal enclitic	adverb	auxiliary verb	common noun	adj	nominal enclitic	adv. dem	nominal enclitic	copulative verb	verbal enclitic,2.7,"Dedme dinduag a ada gogän, kollko ulle da gänyme daeya. ",													+fr. var. of
we-pn001-kidarga2016-2-8,"Käsre ada gogon ge gonddällän, matu me ddage da eraeya dedme gotgolän.",käsre	ada	g-o-g-on	ge	g-o-nddäll-än	matu=me	ddage=da	era=eya	ded=me	g-o-tgol-än,then	like_this	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A	this	REM.INTR-RT.EXT.INTR-arrive-REM.3SG`S	lower=LOC	branch=NOM	which=COP.PST.SG	there=LOC	REM.INTR-RT.EXT.INTR-hide-REM.3SG`S,"Then he climbed up in haste, he hid in the lower branch. ",adverb	adverb	auxiliary verb	nom. dem	intransitive S verb	adj	nominal enclitic	common noun	nominal enclitic	copulative verb	verbal enclitic	adv. dem	nominal enclitic	intransitive S verb,we-pn001-kidarga2016,2,8,kit,						me-loc		da-nom					,,käsre	ada	g-o-g-än	ge	g-o-ddäll-än	matu=me	ddage=da	era=aeya	ded=me	g-o-togol-än,,"Then he climbed up in haste, he hid in the lower branch. ",then	like this	aux.rem.3sgS	this	arrive.rem.3sgS	lower		branch		cop.where.pst.sgS		there=loc		hide.rem.3sgS,,2937ca8b-5334-4a63-bb8d-7629ca7b1203,			1	2				1					,,,adverb	adverb	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent	dem	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:TAM+Agent	mod	nominal enclitic	common noun	nominal enclitic	rel. pronoun	verbal enclitic	adv. dem	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:TAM+Agent,adverb	adverb	auxiliary verb	nom. dem	intransitive S verb	adj	nominal enclitic	common noun	nominal enclitic	copulative verb	verbal enclitic	adv. dem	nominal enclitic	intransitive S verb,2.8,"Käsre ada gogon ge gonddällän, matu me ddage da eraeya dedme gotgolän.",				+dial. var. of						+fr. var. of			
we-pn001-kidarga2016-3-1,"Däräng a käsre nagda Baet bom dangnoeyän,"" Nag bongo zɨme atgolalle?""",däräng=a	käsre	nag=da	baet=bom	d-a-ngnoe-yän	nag	bongo	zɨme	a-tgol-alle,dog=NOM	then	friend=CL.POSS.KIN	cuscus=3SG.ACC	REM.TR-RT.EXT.TR-ask-REM.3SG`A	friend	2SG.NOM	IAM	REC.INTR-hide-REC.2SG`S,"Then Dog asked his friend, ‎‎""Friend, have you already hidden?""",common noun	nominal enclitic	adverb	kinship noun	nominal enclitic	common noun	pronominal enclitic	transitive S verb	common noun	pronoun	TAM particle	intransitive S verb,we-pn001-kidarga2016,3,1,kit,	a-nom					bom-3sg-acc					,,däräng=da	käsre	nag=da	baet=bom	d-a-ngonoe-än	nag	bongo	zɨme	a-togol-alle,,"Then Dog asked his friend, ‎‎""Friend, have you already hidden?""",dog		then	friend=cl.poss.kin		cuscus		ask.rem.3sgA>sgP	friend	2.sg.nom	IAM	hide.rec.2sgS,,3d6aeab4-85b7-4124-8cf5-9c14bdc277df,	1			2			1				21,,,common noun	nominal enclitic	adverb	kinship noun	nominal enclitic	common noun	pronominal enclitic	verb:TM + Patient-verb:Patient-transitive S verb-transitive S verb:Any	kinship noun	pers. pronoun	TAM particle	verb:Any-intransitive S verb-verb:Any,common noun	nominal enclitic	adverb	kinship noun	nominal enclitic	common noun	pronominal enclitic	transitive S verb	common noun	pronoun	TAM particle	intransitive S verb,3.1,"Däräng a käsre nagda Baet bom dangnoeyän, ""Nag bongo zɨme atgolalle?"" ",
we-pn001-kidarga2016-3-2,"Bogo do gungminggän ada,"" Ao.""",bogo	do	g-u-ngämingg-än	ada	ao,3SG.NOM	there	REM.INTR-RT.EXT.INTR-answer-REM.3SG`S	like_this	yes,"He answered, ""Yesǃ"" ",pronoun	dem	intransitive S verb	adverb	interjection,we-pn001-kidarga2016,3,2,kit,,,bogo	do	g-o-ngämingg-än	ada	ao,,"He answered, ""Yesǃ"" ",3.sg.nom	there	answer.rem.3sgS	like this	yes,,1b74b690-d74d-4d9e-9453-849ed4b807b9,	1			,,,pers. pronoun	adv. dem	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:TAM+Agent	adverb	interjection,pronoun	dem	intransitive S verb	adverb	interjection,3.2,"Bogo do gungminggän ada, ""Ao."" ",
we-pn001-kidarga2016-3-3,Däräng käsre nagda bom yagnen de dängkamän.,däräng	käsre	nag=da=bom	yag-nen=de	d-ä-ngk-am-än,dog	then	friend=CL.POSS.KIN=3SG.ACC	search-I|II.PL=ACC	REM.TR-3NDU`P-start-IV.NPL-REM|FUT.3SG`S|A,Dog then started to look for his friend.,common noun	adverb	kinship noun	nominal enclitic	pronominal enclitic	verb	nominal enclitic	transitive S verb,we-pn001-kidarga2016,3,3,kit,				bom-3sg-acc		de-acc	,,däräng	käsre	nag=da=bom	yagyeg-nen=de	d-ä-kam-am-än,,Dog then started to look for his friend.,dog	then	friend=cl.poss.kin			search-pl		start.rem.3sgA>3sgP,,9c630c4c-0261-4dd8-b658-f10074162e5e,			2				112,,,common noun	adverb	kinship noun	nominal enclitic	pronominal enclitic	verb-verb:Plurpersonal	nominal enclitic	verb:TM + Patient-verb:Patient-transitive S verb-verb:Any-verb:TAM+Agent,common noun	adverb	kinship noun	nominal enclitic	pronominal enclitic	verb	nominal enclitic	transitive S verb,3.3,Däräng käsre nagda bom yagnen de dängkamän. ,
we-pn001-kidarga2016-3-4,"Baet era wel singosingoll dallän, ede däräng bälle mullae gogon nagda Baet bälle bällabälle we.",baet	era	wel	singo~singoll	d-a-ll-än	ede	däräng=bälle	mullae	g-o-g-on	nag=da	baet=bälle	bälla~bälle=we,cuscus	FOC	wind	ADVin_front	REM.TR-RT.EXT.TR-go-REM|FUT.3SG`S|A	so	dog=3SG.DAT	able	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A	friend=CL.POSS.KIN	cuscus=3SG.DAT	INFfind=ALL,"Cuscus went upwind, so Dog was able to find his friend Cuscus.",common noun	nominal enclitic	common noun	adverb	intransitive S verb	connective	common noun	pronominal enclitic	adj	auxiliary verb	kinship noun	nominal enclitic	common noun	pronominal enclitic	verb	nominal enclitic,we-pn001-kidarga2016,3,4,kit,							balle-3sg-dat						balle-3sg-dat		we-all,,baet	era	wel	RED~singoll	d-a-ll-än	ede	däräng=bälle	mullae	g-o-g-än	nag=da	baet=bälle	RED~bällabälle=e,,"Cuscus went upwind, so Dog was able to find his friend Cuscus.",cuscus	foc	wind	upwind	go.rem.3sgS	so	dog		able	aux.rem.3sgS	friend=cl.poss.kin		cuscus		find	,,1289747e-b193-4f2d-bbea-bacc6ae616f8,			22	1							2			3	2,,,common noun	nominal enclitic	common noun	???>adverb<Not Sure>	verb:TM + Patient-verb:Patient-verb-verb:TAM+Agent	connective	common noun	pronominal enclitic	mod	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent	kinship noun	nominal enclitic	common noun	pronominal enclitic	verb:Anytransitive verb	nominal enclitic,common noun	nominal enclitic	common noun	adverb	intransitive S verb	connective	common noun	pronominal enclitic	adj	auxiliary verb	kinship noun	nominal enclitic	common noun	pronominal enclitic	verb	nominal enclitic,3.4,"Baet era wel singosingoll dallän, ede däräng bälle mullae gogon nagda Baet bälle bällabälle we.",			+***											+***	
